	0	1	2	3
0	1607095027326	0.30047607421875	3.962188720703125	8.698272705078125
1	1607095027326	0.243011474609375	3.897537231445313	8.937698364257812
2	1607095027338	-0.0466766357421875	3.2846221923828125	10.029449462890623
3	1607095027339	-0.10174560546875	2.9207000732421875	10.177886962890623
4	1607095027344	-0.2046966552734375	4.91986083984375	3.258651733398437
5	1607095027345	1.4329376220703125	6.1145782470703125	3.4908905029296875
6	1607095027347	1.3132171630859375	5.580657958984375	10.4891357421875
7	1607095027349	1.2485809326171875	2.200057983398437	11.655120849609375
8	1607095027349	-0.075408935546875	1.400390625	8.973602294921875
9	1607095027349	-0.92535400390625	2.5328521728515625	10.426895141601562
10	1607095027350	2.57257080078125	4.7953643798828125	12.007064819335938
11	1607095027350	1.404205322265625	3.880783081054688	11.810745239257812
12	1607095027350	0.410614013671875	3.0619659423828125	10.103668212890623
13	1607095027350	0.3722991943359375	3.3995513916015625	8.240982055664062
14	1607095027350	0.211883544921875	3.911911010742188	7.3264007568359375
15	1607095027351	0.3459625244140625	4.321319580078125	6.9481201171875
16	1607095027358	0.357940673828125	4.383560180664063	6.8882598876953125
17	1607095027383	0.104156494140625	4.1297760009765625	7.2641448974609375
18	1607095027400	0.082611083984375	3.9190826416015625	7.946502685546875
19	1607095027424	0.252593994140625	3.931060791015625	8.389419555664062
20	1607095027441	0.3076629638671875	3.9502105712890634	8.588150024414062
21	1607095027461	0.4680633544921875	3.959793090820313	8.683914184570312
22	1607095027485	0.669189453125	4.14892578125	8.612091064453125
23	1607095027500	0.6715850830078125	4.227935791015625	8.410964965820312
24	1607095027520	0.602142333984375	4.1800537109375	8.252960205078125
25	1607095027542	0.55426025390625	4.0699310302734375	8.437301635742188
26	1607095027562	0.4154052734375	3.9693603515625	8.77728271484375
27	1607095027583	0.19512939453125	3.8281097412109375	8.827560424804688
28	1607095027610	0.1328887939453125	3.789794921875	8.770095825195312
29	1607095027621	0.2334442138671875	3.90472412109375	8.753341674804688
30	1607095027642	0.274139404296875	4.005279541015625	8.736587524414062
31	1607095027664	0.2932891845703125	4.0699310302734375	8.750946044921875
32	1607095027683	0.326812744140625	4.110626220703125	8.750946044921875
33	1607095027704	0.3339996337890625	4.141754150390625	8.858688354492188
34	1607095027723	0.336395263671875	4.18963623046875	8.916152954101562
35	1607095027744	0.2190704345703125	4.175262451171875	8.719818115234375
36	1607095027764	0.2071075439453125	4.196823120117188	8.6072998046875
37	1607095027784	0.3076629638671875	4.29498291015625	8.549835205078125
38	1607095027804	0.247802734375	4.3931427001953125	8.485198974609375
39	1607095027825	0.0562744140625	4.3668060302734375	8.415756225585938
40	1607095027844	-0.010772705078125	4.235122680664063	8.446884155273438
41	1607095027868	0.1137237548828125	4.283004760742188	8.5330810546875
42	1607095027885	0.33160400390625	4.481719970703125	8.528289794921875
43	1607095027905	0.4393463134765625	4.6038360595703125	8.695877075195312
44	1607095027927	0.4273681640625	4.587066650390625	8.74615478515625
45	1607095027948	0.2932891845703125	4.4889068603515625	8.6072998046875
46	1607095027967	-0.0825958251953125	4.2494964599609375	8.595321655273438
47	1607095027987	-0.2262420654296875	4.07470703125	11.489913940429688
48	1607095028007	-0.2837066650390625	3.713180541992188	11.889739990234375
49	1607095028029	-0.8367767333984375	3.741912841796875	9.763702392578123
50	1607095028048	-0.8583221435546875	3.540802001953125	6.555465698242188
51	1607095028069	-0.9660491943359376	3.878387451171875	4.96331787109375
52	1607095028099	-0.1783599853515625	4.4027252197265625	8.803619384765625
53	1607095028108	1.4808197021484375	5.1329498291015625	16.797866821289062
54	1607095028130	-1.1504058837890625	4.4410247802734375	7.647216796875
55	1607095028148	0.0706329345703125	4.879165649414063	6.289703369140625
56	1607095028169	0.7841033935546875	5.453765869140625	7.453292846679687
57	1607095028189	-1.4137725830078125	4.20159912109375	8.695877075195312
58	1607095028215	0.4944000244140625	4.2183685302734375	8.631240844726562
59	1607095028230	-0.1304779052734375	5.168869018554688	6.6991119384765625
60	1607095028251	-0.6308746337890625	5.930221557617188	7.1947174072265625
61	1607095028273	-0.697906494140625	7.11773681640625	6.27294921875
62	1607095028292	-0.403411865234375	7.460113525390625	6.6392669677734375
63	1607095028312	-0.8631134033203125	7.79290771484375	7.458084106445312
64	1607095028332	-1.4568634033203125	7.280548095703125	7.994384765625
65	1607095028352	-2.6348114013671875	6.9980316162109375	9.050216674804688
66	1607095028372	-4.1072540283203125	7.685165405273437	8.770095825195312
67	1607095028392	-4.29638671875	6.3779296875	8.437301635742188
68	1607095028412	-2.5127105712890625	4.163299560546875	8.181121826171875
69	1607095028433	-1.373077392578125	5.621368408203125	6.074234008789063
70	1607095028453	-0.666778564453125	4.5703125	5.7989044189453125
71	1607095028474	0.063446044921875	1.9582366943359373	6.679962158203125
72	1607095028493	-1.0594329833984375	1.13702392578125	7.165985107421875
73	1607095028513	-2.4121551513671875	0.7683258056640625	6.584197998046875
74	1607095028535	-0.6165008544921875	0.62945556640625	6.7565765380859375
75	1607095028557	1.7154541015625	-0.4239959716796875	4.98486328125
76	1607095028573	2.534271240234375	0.064422607421875	3.361602783203125
77	1607095028595	0.982818603515625	1.21124267578125	2.322509765625
78	1607095028615	-0.2908935546875	1.7619171142578125	2.169281005859375
79	1607095028636	-1.945281982421875	2.104278564453125	2.686431884765625
80	1607095028656	-4.152740478515625	3.468978881835937	2.458984375
81	1607095028677	-5.6275634765625	4.970138549804688	2.61700439453125
82	1607095028696	-7.566864013671875	6.674819946289063	2.9904937744140625
83	1607095028717	-8.15106201171875	8.26934814453125	3.639328002929688
