	0	1	2	3
0	1606111675271	0.06823914498090744	0.06282687932252884	-0.015852563083171844
1	1606111675292	0.0602978989481926	0.0799311101436615	-0.03234592452645302
2	1606111675312	0.05602183938026428	0.07260072231292725	-0.04273063689470291
3	1606111675332	0.043193671852350235	0.043890055269002914	-0.03723284974694252
4	1606111675353	0.0004331034724600613	0.026785830035805702	-0.009743912145495416
5	1606111675372	-0.05882082507014275	0.01273592934012413	0.05195347964763642
6	1606111675392	-0.10891177505254744	-0.0288029070943594	0.1038770228624344
7	1606111675412	-0.17060916125774386	-0.05201578512787819	0.13014422357082367
8	1606111675431	-0.2426912635564804	-0.03307896479964256	0.14724846184253693
9	1606111675452	-0.3086647093296051	0.006016411818563938	0.16618527472019196
10	1606111675473	-0.3654751777648926	0.025564100593328483	0.2187196910381317
11	1606111675491	-0.4155661463737488	0.012125063687562944	0.2791953384876251
12	1606111675513	-0.4949786067008972	0.07565505057573317	0.3494448661804199
13	1606111675533	-0.4613810181617737	0.18438906967639926	0.3549426198005676
14	1606111675552	-0.3502035439014435	0.26441240310668945	0.3561643660068512
15	1606111675572	-0.20420674979686734	0.2973991334438324	0.3665490746498108
16	1606111675594	-0.08325543254613876	0.2570820450782776	0.4044227302074432
17	1606111675611	-0.042327463626861565	0.20393675565719604	0.4630658030509949
18	1606111675635	-0.07287072390317917	0.1666739583015442	0.5192653536796571
19	1606111675653	-0.12051821500062945	0.10253311693668364	0.5895149111747742
20	1606111675672	-0.15594840049743652	0.019455445930361748	0.6481579542160034
21	1606111675694	-0.204817607998848	0.008459873497486116	0.6640404462814331
22	1606111675712	-0.23169569671154025	0.1000896617770195	0.6463253498077393
23	1606111675733	-0.2084828019142151	0.15995445847511292	0.58768230676651
24	1606111675753	-0.2078719437122345	0.19294117391109467	0.5650802850723267
25	1606111675773	-0.2683475911617279	0.2460864633321762	0.6115060448646545
26	1606111675793	-0.3337101638317108	0.27479711174964905	0.6866424679756165
27	1606111675813	-0.3593665063381195	0.23814520239830014	0.749561607837677
28	1606111675832	-0.3544796109199524	0.19294117391109467	0.7837700247764587
29	1606111675852	-0.3398188352584839	0.17828041315078735	0.7660549283027649
30	1606111675872	-0.3611991405487061	0.15934358537197113	0.7287921905517578
31	1606111675893	-0.4149552583694458	0.1147504299879074	0.7330682277679443
32	1606111675913	-0.4638244807720184	0.12330253422260284	0.794154703617096
33	1606111675933	-0.4528289139270783	0.2503625154495239	0.8644042611122131
34	1606111675953	-0.32515808939933777	0.3871963322162628	0.8882279992103577
35	1606111675971	-0.09852706640958786	0.38902893662452703	0.8320283889770508
36	1606111675993	0.07129347324371338	0.29495567083358765	0.7501724362373352
37	1606111676013	0.03647415339946747	0.23509088158607486	0.7190183401107788
38	1606111676032	-0.17060916125774386	0.2118780016899109	0.7379551529884338
39	1606111676053	-0.3941858410835266	0.2179866433143616	0.7892678380012512
