0	1	2	3	4
151	1606112121870	-2.5282769203186035	8.676587104797362	-0.3830722570419312
152	1606112121890	-3.25611424446106	10.362105369567873	2.719813108444214
153	1606112121910	-4.1371803283691415	10.821791648864746	3.485957622528076
154	1606112121930	-5.784391403198242	10.630255699157717	3.485957622528076
155	1606112121950	-6.971915245056152	9.59596061706543	2.0685901641845703
156	1606112121970	-7.048529624938965	9.672574996948242	1.072602391242981
157	1606112121990	-5.324704647064209	10.132261276245117	1.1875240802764893
158	1606112122010	-3.869029998779297	12.124237060546875	1.5322890281677246
159	1606112122030	-1.9536685943603518	13.848062515258787	2.8347349166870117
160	1606112122050	-0.5363011956214905	14.882357597351074	2.2601263523101807
161	1606112122070	0.6129156351089478	15.265430450439453	-3.792415380477905
162	1606112122090	3.25611424446106	15.993267059326172	-6.780379295349121
163	1606112122110	3.332728862762451	13.886369705200195	-3.4093432426452637
164	1606112122130	-0.3447650372982025	10.78348445892334	-0.4596867263317108
165	1606112122150	-4.596867084503174	9.90241813659668	4.290409564971924
166	1606112122170	-6.550535678863525	10.400412559509276	4.596867084503174
167	1606112122190	-4.903325080871582	9.90241813659668	0.15322890877723694
168	1606112122211	-0.4213795065879822	7.910442352294923	-3.1411926746368413
169	1606112122231	1.915361404418945	6.876147270202638	-3.026270866394043
170	1606112122250	3.907337188720703	5.803544998168945	-0.9193734526634216
171	1606112122270	3.026270866394043	5.726930618286133	0.7661445140838623
172	1606112122290	0.8044517636299133	5.497087001800537	1.7621324062347412
173	1606112122310	-1.072602391242981	4.999093055725098	2.106897592544556
174	1606112122337	-1.5705963373184204	4.424484729766847	1.5322890281677246
175	1606112122350	-1.2641384601593018	4.424484729766847	1.915361404418945
176	1606112122370	-0.6129156351089478	4.730942726135254	1.9536685943603518
177	1606112122390	-0.07661445438861847	5.114014625549316	3.0645780563354488
178	1606112122410	0.0	5.382165431976318	4.481945514678955
179	1606112122430	-1.0342950820922852	6.186617374420166	6.627150535583496
180	1606112122450	-2.5665841102600098	8.638279914855957	8.810662269592285
181	1606112122470	-4.5585598945617685	13.005303382873535	9.921571731567383
182	1606112122490	-3.485957622528076	12.890381813049315	9.691728591918944
183	1606112122511	-1.2641384601593018	10.170568466186523	8.580819129943848
184	1606112122530	-0.1149216815829277	7.527369976043701	4.63517427444458
