0	1	2	3	4
151	1606111564825	-0.17587682604789734	0.34171801805496216	0.3116634488105774
152	1606111564845	-0.2287777513265609	0.3104417026042938	0.3282789885997772
153	1606111564865	-0.2892534136772156	0.2749417126178741	0.32414254546165466
154	1606111564885	-0.3621558248996735	0.2508212625980377	0.3089931011199951
155	1606111564905	-0.42928117513656616	0.22252948582172394	0.2693217694759369
156	1606111564925	-0.4827929735183716	0.1990198940038681	0.2279225438833237
157	1606111564944	-0.5605299472808838	0.1626995950937271	0.18985691666603088
158	1606111564964	-0.6688974499702454	0.11196286976337433	0.16641713678836825
159	1606111564985	-0.7234739065170288	0.06897541135549545	0.14540338516235352
160	1606111565004	-0.7462678551673889	0.03295181691646576	0.12969541549682614
161	1606111565025	-0.7141363620758057	0.019774580374360085	0.13782864809036255
162	1606111565044	-0.7041356563568115	-0.039444439113140106	0.25136232376098633
163	1606111565064	-0.8141611814498901	-0.12117820978164673	0.2998824715614319
164	1606111565085	-0.8922646641731262	-0.17749997973442078	0.3183655142784119
165	1606111565104	-0.8272686004638672	-0.1722814440727234	0.29962065815925604
166	1606111565124	-0.7275579571723938	-0.13782864809036255	0.2536661624908447
167	1606111565145	-0.5925741791725159	-0.03612831607460976	0.089884452521801
168	1606111565165	-0.4573984444141388	0.06698573380708693	-0.07958701252937317
169	1606111565185	-0.3983016014099121	0.08618436008691788	-0.1169021502137184
170	1606111565210	-0.3640058636665344	0.08011060953140259	-0.13093459606170654
171	1606111565225	-0.3427128493785858	0.06176720187067985	-0.11992157250642775
172	1606111565245	-0.3219957947731018	0.04384266957640648	-0.10074040293693542
173	1606111565265	-0.3041934370994568	0.01740093342959881	-0.0915774255990982
174	1606111565285	-0.2763205170631409	-0.012095131911337377	-0.0921533852815628
175	1606111565305	-0.245480552315712	-0.041067596524953835	-0.09688322991132736
176	1606111565325	-0.12686797976493835	-0.026249751448631287	-0.10922270268201828
177	1606111565345	-0.008464846760034561	0.009861109778285028	-0.11726867407560347
178	1606111565365	0.04544837400317192	0.03553490340709686	-0.12548917531967166
179	1606111565385	0.09075712412595748	0.06775368005037308	-0.13664183020591736
180	1606111565405	0.1480562835931778	0.10693632066249847	-0.1529082953929901
181	1606111565425	0.2408554404973984	0.16023868322372434	-0.17062339186668396
182	1606111565444	0.3187843859195709	0.19764108955860132	-0.1756848394870758
183	1606111565465	0.3869045972824097	0.2283937782049179	-0.1684940904378891
184	1606111565485	0.4411843121051788	0.2472782433032989	-0.15634658932685852
185	1606111565505	0.5196194052696228	0.2748020887374878	-0.14646802842617035
186	1606111565525	0.6030636429786682	0.30199432373046875	-0.12726940214633942
187	1606111565545	0.6760882139205933	0.3215070962905884	-0.09704030305147172
188	1606111565565	0.7331081032752991	0.3381924331188202	-0.060894537717103965
189	1606111565585	0.8098502159118652	0.3660304546356201	-0.03604104742407799
190	1606111565605	0.9241169095039368	0.4152836501598358	-0.024678954854607586
191	1606111565625	0.9517280459403992	0.4357039928436279	-0.0293738916516304
192	1606111565644	0.9698794484138488	0.4600513279438019	-0.03464478626847267
193	1606111565664	0.8962440490722656	0.457555502653122	-0.05115560069680214
194	1606111565685	0.8353495001792908	0.460819274187088	-0.123272605240345
195	1606111565705	0.8409345149993896	0.4824962615966797	-0.17479471862316132
196	1606111565725	0.8285427093505859	0.4954640567302704	-0.2768790423870087
197	1606111565745	0.7882430553436279	0.4965112507343292	-0.30866149067878723
198	1606111565765	0.7180110216140747	0.4755498468875885	-0.2761110961437225
199	1606111565785	0.6738541722297668	0.4787787199020386	-0.2353401929140091
200	1606111565805	0.6087010502815247	0.4757941961288452	-0.1884082853794098
201	1606111565825	0.5352226495742798	0.4614824950695038	-0.08831366151571274
202	1606111565845	0.4955338835716248	0.4714657962322235	-0.04098033159971237
203	1606111565865	0.4490557610988617	0.4745899140834808	0.011501720175147057
204	1606111565885	0.4274660348892212	0.5034053325653076	0.043999750167131424
205	1606111565904	0.39790016412734985	0.5183278918266296	0.05017821490764618
206	1606111565924	0.37713074684143066	0.5428671836853027	0.046931903809309006
207	1606111565945	0.3557504713535309	0.5566204190254211	0.047979101538658135
208	1606111565965	0.3171437680721283	0.5456946492195129	0.05550146847963333
209	1606111565985	0.283982515335083	0.5505990386009216	0.06810274720191956
210	1606111566005	0.23273965716362	0.5202128291130066	0.07360053062438965
211	1606111566025	0.1840275228023529	0.499984472990036	0.08288568258285522
212	1606111566045	0.11875220388174056	0.46842890977859497	0.110584057867527
213	1606111566065	0.036163222044706345	0.4307996034622192	0.1428901106119156
214	1606111566085	-0.038781214505434036	0.4068711400032044	0.16556192934513092
215	1606111566105	-0.08819148689508438	0.3694512844085693	0.17373007535934448
216	1606111566125	-0.1385442316532135	0.3546509146690369	0.18620917201042173
217	1606111566145	-0.1912880837917328	0.3201108276844025	0.18647097051143646
218	1606111566165	-0.2641730308532715	0.2932851314544678	0.1889144331216812
219	1606111566185	-0.3521725237369537	0.2608918249607086	0.1817062348127365
220	1606111566210	-0.4554262161254883	0.22144737839698792	0.1713389754295349
221	1606111566225	-0.5503546595573425	0.1890366077423096	0.14784684777259827
222	1606111566245	-0.623937726020813	0.15224507451057434	0.109467051923275
223	1606111566265	-0.7697425484657288	0.110584057867527	0.0910538285970688
224	1606111566285	-0.8311781287193298	0.0740194097161293	0.0665319487452507
225	1606111566305	-0.8764868974685669	0.0411897711455822	0.059236474335193634
226	1606111566325	-0.8337961435317993	0.022270401939749718	0.054995324462652206
227	1606111566345	-0.7048686742782593	0.00296705961227417	0.2121971249580384
228	1606111566365	-0.7234739065170288	-0.030368728563189507	0.25136232376098633
229	1606111566385	-0.7263013124465942	-0.0576133169233799	0.2590417563915253
230	1606111566405	-0.7522892355918884	-0.08948303014039992	0.2856754958629608
231	1606111566425	-0.6828076839447021	-0.10245082527399063	0.25623178482055664
232	1606111566445	-0.6290515661239624	-0.11775736510753633	0.21582742035388947
233	1606111566465	-0.5755572319030762	-0.12398818880319595	0.16666148602962494
234	1606111566485	-0.5070530772209167	-0.1103222593665123	0.05801474303007127
235	1606111566505	-0.4721464812755585	-0.11625637859106065	-0.002548180753365159
236	1606111566525	-0.4339412152767181	-0.12458160519599915	-0.06759659945964812
237	1606111566545	-0.4143760800361633	-0.13932962715625766	-0.10695377737283708
238	1606111566565	-0.38528144359588623	-0.1557880938053131	-0.11873474717140198
239	1606111566585	-0.3628190457820892	-0.17376497387886047	-0.12192869931459427
240	1606111566605	-0.3335673213005066	-0.18540632724761968	-0.12835150957107544
241	1606111566625	-0.2801777124404907	-0.1805717647075653	-0.13217377662658691
242	1606111566645	-0.2264564633369445	-0.1756848394870758	-0.13201670348644254
243	1606111566665	-0.1638864129781723	-0.1584584414958954	-0.1252971887588501
244	1606111566684	-0.08649851381778717	-0.13781119883060455	-0.13606587052345276
245	1606111566705	-0.002094394993036985	-0.10995574295520782	-0.14854496717453006
246	1606111566725	0.08733627200126648	-0.08234463632106781	-0.16339772939682007
247	1606111566745	0.1780061274766922	-0.057840209454298026	-0.18160150945186607
