	0	1	2	3
0	1606097270221	-0.05506832152605057	3.16044282913208	9.110215187072754
1	1606097270241	-0.05506832152605057	3.16044282913208	9.110215187072754
2	1606097270260	-0.05506832152605057	3.16044282913208	9.110215187072754
3	1606097270282	-0.3830839693546295	3.059883117675781	9.086273193359377
4	1606097270299	-0.6177229285240173	3.0191805362701416	9.438231468200684
5	1606097270321	-0.6344828009605408	2.9617178440093994	9.811738014221193
6	1606097270340	-0.4309694766998291	2.978477954864502	9.414288520812988
7	1606097270358	-0.337592750787735	3.0670659542083736	9.208380699157717
8	1606097270378	-0.4788549542427063	3.035940408706665	9.215563774108887
9	1606097270401	-0.3735068738460541	2.978477954864502	9.395133972167967
10	1606097270420	-0.24182175099849698	2.978477954864502	9.47175121307373
11	1606097270439	-0.5171633362770081	3.016786336898804	9.21316909790039
12	1606097270463	-0.7374366521835327	2.8946783542633057	9.186832427978516
13	1606097270479	-0.5435003638267517	3.0239691734313965	9.392740249633787
14	1606097270499	-0.5530774593353271	2.9976320266723637	9.378374099731444
15	1606097270521	-0.5554717779159546	2.9353809356689453	9.289786338806152
16	1606097270540	-0.6344828009605408	2.882706880569458	9.387951850891113
17	1606097270560	-0.9265843629837036	2.849187135696411	9.438231468200684
18	1606097270580	-0.8691217303276062	2.818061351776123	9.225140571594238
19	1606097270599	-0.5411061048507689	2.9329867362976074	9.194015502929688
20	1606097270619	-0.5123748183250427	2.9449579715728764	9.28260326385498
21	1606097270641	-0.4022381603717804	2.7677817344665527	9.194015502929688
22	1606097270660	-0.41181525588035583	2.7989072799682617	9.40231704711914
23	1606097270680	-0.6129343509674072	2.9234094619750977	9.385557174682617
24	1606097270700	-0.6440598964691162	2.9234094619750977	9.217958450317383
25	1606097270719	-0.6440598964691162	2.9353809356689453	9.138946533203123
26	1606097270739	-0.7422251701354979	2.877918243408203	9.076695442199707
27	1606097270759	-0.6177229285240173	2.909043788909912	9.294574737548828
28	1606097270780	-0.6680026650428772	2.873129844665528	9.33288288116455
29	1606097270798	-0.5602602958679199	2.8635525703430176	9.476539611816406
30	1606097270822	-0.4573064744472504	2.8659470081329346	9.687235832214355
31	1606097270839	-0.5482889413833618	2.897072553634644	9.644139289855957
32	1606097270860	-0.5842030644416809	2.9665064811706543	9.3017578125
33	1606097270881	-0.6033572554588318	3.007209062576294	8.978530883789062
34	1606097270898	-0.4980091452598572	3.004814863204956	9.055147171020508
35	1606097270918	-0.6895511150360107	3.002420663833618	9.3017578125
36	1606097270940	-0.651242733001709	2.942563772201538	9.411893844604492
37	1606097270959	-0.16999350488185885	3.002420663833618	9.311334609985352
38	1606097270979	-0.2968900799751282	3.007209062576294	9.150918006896973
39	1606097271001	-0.4812492430210114	2.9329867362976074	9.047964096069336
40	1606097271021	-0.25139886140823364	2.9234094619750977	9.158101081848145
41	1606097271040	-0.05027977004647255	2.8635525703430176	9.366402626037598
42	1606097271060	-0.2322446554899216	2.8132729530334477	9.277814865112305
43	1606097271079	-0.19872480630874634	2.875524044036865	9.201197624206543
44	1606097271099	-0.011971374042332172	2.882706880569458	9.277814865112305
45	1606097271121	0.035914123058319085	2.8324270248413086	9.268238067626953
46	1606097271139	-0.22745610773563385	2.909043788909912	9.38076877593994
47	1606097271160	-0.3256213665008545	2.853975534439087	9.318517684936523
48	1606097271180	-0.1005595400929451	2.873129844665528	9.361614227294922
